0,0,0
0.13154,0,0.00589821
-0.00593811,-0.00072578,0.00276401
0.0103373,0.00148214,-0.0061028
0.0328808,-0.00242485,0.0227402
0.956606,-0.282548,1.3448
0.440271,-0.14005,0.650475
0.269747,0.0887088,-0.00743737
-0.1037,-0.114712,0.103964
0,0,0
0,0,0
0.0023891,0.00829527,-0.0483655
-0.357368,0.325381,-1.55953
-0.251755,0.156978,-0.69116
0.303744,-0.0621951,-0.30663
-0.257363,0.124649,0.0399048
0,0,0
0,0,0
0.720359,0,1.56201
0.604045,-0.000515011,1.35512
-0.304135,-0.0109865,0.156428
0.614413,0.0167353,-0.340352
-0.574867,0,-1.24653
-0.708502,0.00197086,-1.31895
-0.291458,0.00773354,0.0981726
0.935401,-0.0186607,-0.291888
0.0245204,0.00263454,-0.0110477
1.09739,0.155831,-0.590284
0,0,0
0.0931651,0,0.0200056
-0.0158609,-0.00242373,0.00789672
0.0132242,0.00182557,-0.00477927
0.0442902,0.00132879,0.0282273
1.09861,-0.125128,1.29239
0.40328,-0.11663,0.726238
0.15942,0.0686393,-0.021032
-0.128193,-0.113654,0.10101
0,0,0
0,0,0
0.00316716,0.00454525,-0.0391176
-0.520225,0.226367,-1.6021
-0.314691,0.105453,-0.696328
0.108867,-0.0209181,-0.144548
-0.333341,0.164694,-0.0296286
0,0,0
0,0,0
0.755031,0,1.55893
0.307299,-0.0124071,1.48732
-0.100622,-0.00338276,0.0115206
0.788222,0.00442536,-0.197101
-0.588492,0,-1.21507
-0.990974,0.0105151,-1.11861
-0.0775189,0.00258325,0.0387773
0.960538,-0.041139,-0.52511
0.0234477,0.00413156,-0.0127478
1.3648,0.197723,-0.615534
0,0,0
0.0976161,0,0.018196
-0.0198561,-0.00295634,0.0098429
0.015086,0.00209615,-0.00600059
0.0465174,0.00184734,0.0269787
1.1136,-0.128009,1.29502
0.394634,-0.118164,0.71654
0.163284,0.0707226,-0.021923
-0.098353,-0.0926159,0.0845939
0,0,0
0,0,0
0.00455623,0.00469413,-0.041825
-0.529859,0.225683,-1.59699
-0.31876,0.105174,-0.691665
0.107202,-0.0213609,-0.144818
-0.354956,0.174534,-0.019275
0,0,0
0,0,0
0.747332,0,1.56027
0.304098,-0.0119104,1.49145
-0.102047,-0.00331903,0.0132384
0.817213,0.0046751,-0.211367
-0.584993,0,-1.22134
-0.974174,0.00987243,-1.12673
-0.0863874,0.00283495,0.0423771
0.997526,-0.0399464,-0.523442
0.0234232,0.0039899,-0.0128577
1.35249,0.189217,-0.619951
0,0,0
0.0976137,0,0.0181964
-0.0198601,-0.00295694,0.00984481
0.0150835,0.00209582,-0.0059996
0.0465135,0.00184754,0.0269787
1.11361,-0.12797,1.29502
0.394655,-0.118138,0.716525
0.163298,0.0707323,-0.0219317
-0.0982969,-0.0925825,0.0845758
0,0,0
0,0,0
0.00455414,0.0046933,-0.0418233
-0.52984,0.225649,-1.59701
-0.318736,0.105159,-0.691693
0.107219,-0.0213657,-0.14483
-0.354915,0.174528,-0.019357
0,0,0
0,0,0
0.747334,0,1.56027
0.304108,-0.0119102,1.49144
-0.102047,-0.00331902,0.0132382
0.817235,0.0046793,-0.211351
-0.584995,0,-1.22134
-0.97417,0.0098721,-1.12674
-0.086387,0.0028349,0.0423761
0.997509,-0.0399397,-0.523398
0.0234224,0.00398978,-0.0128576
1.35254,0.189244,-0.620039
0,0,0
0.0751382,0,0.0273791
-0.0183549,-0.00290775,0.00821542
0.0282768,0.00460574,-0.0142105
0.0592402,0.00545677,0.0218647
1.1247,-0.134896,1.30241
0.3893,-0.122374,0.711111
0.198023,0.0931915,-0.0419974
-0.0465067,-0.0829763,0.0954572
0,0,0
0,0,0
0.0165712,0.00684507,-0.0593929
-0.45852,0.243514,-1.62962
-0.300194,0.106442,-0.64648
0.189594,-0.0402282,-0.215077
-0.369675,0.18602,-0.0222379
0,0,0
0,0,0
0.693307,0,1.59056
0.184945,-0.0148632,1.48481
-0.0662833,-0.00242586,0.00330767
0.788689,0.0162841,-0.109202
-0.537145,0,-1.23229
-1.01242,0.0131296,-1.11327
-0.0477269,0.00155283,0.0200883
0.85074,-0.0491633,-0.479007
0.0237342,0.00393136,-0.0122316
1.34874,0.206605,-0.646581
0,0,0
0.0749025,0,0.039455
-0.0160412,-0.00286911,0.006885
0.0309587,0.00612989,-0.0208054
0.0570149,0.00710001,0.0148225
1.08704,-0.148021,1.33998
0.309261,-0.123554,0.660744
0.650639,0.300626,-0.0609567
-0.138077,-0.280472,0.354426
0,0,0
0,0,0
0.0193966,0.00866642,-0.0742516
-0.403417,0.234065,-1.62973
-0.332381,0.0996289,-0.605126
0.468019,-0.102361,-0.44044
-0.763931,0.372721,-0.322098
0,0,0
0,0,0
0.66848,0,1.62046
0.126886,-0.0201854,1.43111
-0.0551286,-0.00315716,0.00813669
0.728025,0.0392664,-0.122375
-0.498235,0,-1.20777
-1.05113,0.0187314,-1.14873
