0.060443811,0.876967251,0.98439014
0.158858225,0.878316581,0.921868443
-0.037760362,0.877569079,0.921527147
0.060345028,0.871025741,1.054306149
0.129167855,0.877333879,0.492221564
-0.014968817,0.867612243,0.491573244
0.061116558,0.874472022,1.196833253
0.107955575,0.943776846,0.066067621
0.003998379,0.938726723,0.066067927
0.062670514,0.888604999,1.338853121
0.09627299,0.804265141,0.003444412
-0.009170449,0.799347341,0.003444725
0.06523072,0.898481727,1.4810673
0.129346654,0.946644008,1.410533786
-0.003601065,0.943776846,1.413126349
0.068402924,0.868586957,1.610679388
0.268320441,0.946921647,1.406008363
-0.142137855,0.938428164,1.402485847
0.307376295,0.929372728,1.165216446
-0.185490623,0.924822628,1.162174582
0.311145216,0.863047838,0.918337882
-0.188696608,0.84488821,0.919352829
0.288468242,0.815536976,0.834476054
-0.167301208,0.803281963,0.832086027
0.06693171,0.877552509,1.545149207
0.060443811,0.876967251,0.98439014
0.158858225,0.878316581,0.921868443
-0.037760362,0.877569079,0.921527147
0.060345028,0.871025741,1.054306149
0.129167855,0.877333879,0.492221564
-0.014968817,0.867612243,0.491573244
0.061116558,0.874472022,1.196833253
0.107955575,0.943776846,0.066067621
0.003998379,0.938726723,0.066067927
0.062670514,0.888604999,1.338853121
0.09627299,0.804265141,0.003444412
-0.009170449,0.799347341,0.003444725
0.06523072,0.898481727,1.4810673
0.129346654,0.946644008,1.410533786
-0.003601065,0.943776846,1.413126349
0.068402924,0.868586957,1.610679388
0.268320441,0.946921647,1.406008363
-0.142137855,0.938428164,1.402485847
0.307376295,0.929372728,1.165216446
-0.185490623,0.924822628,1.162174582
0.311145216,0.863047838,0.918337882
-0.188696608,0.84488821,0.919352829
0.288468242,0.815536976,0.834476054
-0.167301208,0.803281963,0.832086027
0.06693171,0.877552509,1.545149207
0.060443811,0.876967251,0.98439014
0.158858225,0.878316581,0.921868443
-0.037760362,0.877569079,0.921527147
0.060345028,0.871025741,1.054306149
0.129167855,0.877333879,0.492221564
-0.014968817,0.867612243,0.491573244
0.061116558,0.874472022,1.196833253
0.107955575,0.943776846,0.066067621
0.003998379,0.938726723,0.066067927
0.062670514,0.888604999,1.338853121
0.09627299,0.804265141,0.003444412
-0.009170449,0.799347341,0.003444725
0.06523072,0.898481727,1.4810673
0.129346654,0.946644008,1.410533786
-0.003601065,0.943776846,1.413126349
0.068402924,0.868586957,1.610679388
