,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,1.71241,0.0230725,-0.00483341
,1.73571,-0.0721872,0.0476099
,1.72958,-0.064991,0.0473601
,1.72173,-0.051918,0.0445652
,1.718,-0.0452869,0.0412263
,1.71314,-0.0330945,0.0380908
,1.71114,-0.0250669,0.0334538
,1.71014,-0.0231866,0.0300134
,1.70997,-0.0235075,0.0291045
,1.70997,-0.0235006,0.0291011
,1.70997,-0.0235006,0.0291011
,1.69765,-0.0227756,0.0255359
,1.69853,-0.0199235,0.0235668
,1.69313,-0.00514593,0.0189121
,1.69593,-0.0092458,0.0155441
,1.69524,0.00854533,0.0127163
,1.69522,0.00875008,0.0126647
,1.69522,0.00877059,0.0126603
,1.70847,0.0244751,0.00919001
,1.7091,0.028152,0.00752427
,1.71961,0.0382448,0.00238742
,1.71826,0.0428762,-0.00306597
,1.7205,0.0497397,-0.005372
,1.72746,0.0477175,-0.00718352
,1.72326,0.0370381,-0.00808065
,1.71965,0.0333816,-0.00841621
,1.71986,0.0360162,-0.00897639
,1.72523,0.0355389,-0.00905891
,1.72507,0.0437432,-0.00871981
,1.72507,0.0437714,-0.0087269
,1.72605,0.0513782,-0.0097514
,1.72414,0.050841,-0.0102032
,1.72943,0.0489378,-0.01012
,1.72748,0.0460793,-0.0101842
,1.72871,0.0512399,-0.0104592
,1.72868,0.0510346,-0.0104085
,1.72587,0.0429746,-0.0111133
,1.72457,0.0382283,-0.0108034
,1.72254,0.0465412,-0.0115917
,1.72312,0.0459076,-0.0116545
